id,name,state,postcode,lat,lng,area,region
7182,Kilburn,SA,5084,-34.865144,138.592537,North & North East Suburbs,Adelaide
7183,Kilcoy,QLD,4515,-26.94049,152.56432,South,Central & West QLD
7184,Kilcummin,QLD,4721,-22.371603,147.56038,Central,Central & West QLD
7185,Kilcunda,VIC,3995,-38.549173,145.475411,Gippsland,South East VIC
7186,Kilgin,NSW,2472,-29.029574,153.374108,Northern Rivers,"Hunter, Central & Northern NSW"
7187,Kilgra,NSW,2474,-28.554937,152.975132,Northern Rivers,"Hunter, Central & Northern NSW"
7188,Kilkenny,SA,5009,-34.873953,138.548318,Western & Beachside Suburbs,Adelaide
7189,Kilkivan,QLD,4600,-26.085073,152.237127,South,Central & West QLD
7190,Killabakh,NSW,2429,-31.735516,152.399887,Mid North Coast,"Hunter, Central & Northern NSW"
7191,Killaloe,QLD,4877,-16.50605,145.440188,Cairns & District,Coastal QLD
7192,Killara,NSW,2071,-33.766376,151.162047,North Shore - Upper,Sydney
7193,Killara,VIC,3312,-37.757082,141.407391,Grampians,South West VIC
7194,Killara,VIC,3691,-36.139381,146.952314,Grampians,South West VIC
7195,Killarney Heights,NSW,2087,-33.773728,151.216125,North Shore - Upper,Sydney
7196,Killarney Vale,NSW,2261,-33.369601,151.459783,Central Coast & Region,"Hunter, Central & Northern NSW"
7197,Killarney,QLD,4373,-28.340099,152.294194,South,Central & West QLD
7198,Killarney,VIC,3283,-38.338738,142.329837,Warrnambool & Port Fairy,South West VIC
7199,Killawarra,NSW,2429,-31.902588,152.297173,Mid North Coast,"Hunter, Central & Northern NSW"
7200,Killawarra,VIC,3678,-36.261795,146.248744,North Eastern,Northern VIC
7201,Killcare Heights,NSW,2257,-33.52257,151.370994,Central Coast & Region,"Hunter, Central & Northern NSW"
7202,Killcare,NSW,2257,-33.525978,151.362657,Central Coast & Region,"Hunter, Central & Northern NSW"
7203,Killiecrankie,TAS,7255,-39.82945,147.885803,North East Tasmania,Tasmania
7204,Killiekrankie,NSW,2449,-30.6079804,152.7500972,Mid North Coast,"Hunter, Central & Northern NSW"
7205,Killimicat,NSW,2720,-35.199229,148.238168,Riverina,Regional NSW
7206,Killingworth,NSW,2278,-32.934544,151.560841,Lake Macquarie West,"Hunter, Central & Northern NSW"
7207,Killingworth,VIC,3717,-37.17841,145.423769,Shepparton & Central North,Northern VIC
7208,Killongbutta,NSW,2795,-33.195026,149.421481,Central West,Regional NSW
7209,Killora,TAS,7150,-43.093168,147.322971,Hobart & Southern,Tasmania
7210,Kilmany,VIC,3851,-38.111797,146.89434,Gippsland,South East VIC
7211,Kilmore East,VIC,3764,-37.290344,144.986752,Greater Bendigo Region,Northern VIC
7212,Kilmore,VIC,3764,-37.296087,144.952105,Greater Bendigo Region,Northern VIC
7213,Kilsyth South,VIC,3137,-37.829539,145.302768,East,Melbourne
7214,Kilsyth,VIC,3137,-37.802304,145.312198,East,Melbourne
7215,Kimba,SA,5641,-33.139824,136.421135,Eyre Peninsula,West Coast SA
7216,Kimberley,QLD,4873,-16.255871,145.437898,Far North Queensland,Coastal QLD
7217,Kimberley,TAS,7304,-41.401664,146.491376,Launceston & Northern,Tasmania
7218,Kimbolton,VIC,3551,-36.915031,144.492447,Greater Bendigo Region,Northern VIC
7219,Kimbolton,WA,6728,-16.762375,123.989357,North,Northern WA
7220,Kimbriki,NSW,2429,-31.922826,152.267063,Mid North Coast,"Hunter, Central & Northern NSW"
7221,Kin Kin,QLD,4571,-26.263911,152.875951,Sunshine Coast,South East QLD
7222,Kin Kora,QLD,4680,-23.871943,151.251137,Gladstone Rockhampton & Capricornia,Coastal QLD
7223,Kinbombi,QLD,4601,-26.196945,152.123874,South,Central & West QLD
7224,Kinchant Dam,QLD,4741,-21.213706,148.901742,Mackay & Whitsundays,Coastal QLD
7225,Kinchela,NSW,2440,-30.990568,152.989527,Mid North Coast,"Hunter, Central & Northern NSW"
7226,Kincora,QLD,4356,-27.823585,151.575988,Toowoomba & District,South East QLD
7227,Kincumber South,NSW,2251,-33.487271,151.381035,Central Coast & Region,"Hunter, Central & Northern NSW"
7228,Kincumber,NSW,2251,-33.467738,151.382147,Central Coast & Region,"Hunter, Central & Northern NSW"
7229,Kindee,NSW,2446,-31.394755,152.450947,Mid North Coast,"Hunter, Central & Northern NSW"
7230,Kindervale,NSW,2622,-35.66411,149.527298,Capital Monaro & Snowy,Regional NSW
7231,Kindon,QLD,4390,-28.08388,150.738804,South,Central & West QLD
7232,Kindred,TAS,7310,-41.254423,146.251199,Burnie Devonport & NW Tas,Tasmania
7233,King Ash Bay,NT,854,-32.728904,152.000145,Alice Springs,Northern Territory
7234,King Creek,NSW,2446,-31.487439,152.750639,Mid North Coast,"Hunter, Central & Northern NSW"
7235,King Leopold Ranges,WA,6728,-17.152306,125.484748,North,Northern WA
7236,King River,WA,6330,-34.918177,117.916613,South,Southern WA
7237,King Scrub,QLD,4521,-27.172506,152.824981,City & North,Brisbane
7238,King Valley,VIC,3678,-36.700879,146.416954,North Eastern,Northern VIC
7239,Kingaham,QLD,4515,-26.553203,152.414575,South,Central & West QLD
7240,Kingaroy,QLD,4610,-26.5406,151.836117,South,Central & West QLD
7241,Kingfisher Bay Resort,QLD,4655,-25.3913788,153.0338904,Sunshine Coast,South East QLD
7242,Kingfisher Shores,NSW,2259,-33.167744,151.556319,Central Coast & Region,"Hunter, Central & Northern NSW"
7243,Kinghorne,NSW,2540,-34.965514,150.778168,Shoalhaven,South Coast NSW
7244,Kinglake Central,VIC,3757,-37.499561,145.306244,North East,Melbourne
7245,Kinglake West,VIC,3757,-37.476703,145.235661,North East,Melbourne
7246,Kinglake,VIC,3763,-37.529903,145.340573,North East,Melbourne
7247,Kingoonya,SA,5710,-30.912645,135.315026,Eyre Peninsula,West Coast SA
7248,Kingower,VIC,3517,-36.608608,143.7543,Greater Bendigo Region,Northern VIC
7249,Kings Beach,QLD,4551,-26.803578,153.138421,Sunshine Coast,South East QLD
7250,Kings Creek,QLD,4361,-27.897814,151.907495,South,Central & West QLD
7251,Kings Forest,NSW,2487,-28.28825,153.563359,Northern Rivers,"Hunter, Central & Northern NSW"
7252,Kings Langley,NSW,2147,-33.742079,150.922711,Western Sydney,Sydney
7253,Kings Meadows,TAS,7249,-41.467848,147.158352,Launceston & Northern,Tasmania
7254,Kings Park,NSW,2148,-33.745736,150.904598,Western Sydney,Sydney
7255,Kings Park,SA,5034,-34.963391,138.592528,Eastern Suburbs,Adelaide
7256,Kings Park,VIC,3021,-37.734277,144.780872,West,Melbourne
7257,Kings Park,WA,6005,-31.967791,115.836209,Perth City,Perth
7258,Kings Plains,NSW,2360,-29.635562,151.447321,New England - North West,Regional NSW
7259,Kings Plains,NSW,2799,-33.500593,149.3252,New England - North West,Regional NSW
7260,Kings Point,NSW,2539,-35.372521,150.437164,Shoalhaven,South Coast NSW
7261,Kingsbury,VIC,3083,-37.714064,145.035103,North,Melbourne
7262,Kingscliff,NSW,2487,-28.254719,153.575638,Northern Rivers,"Hunter, Central & Northern NSW"
7263,Kingscote,SA,5223,-35.656837,137.638139,Kangaroo Island,Southern SA
7264,Kingsdale,NSW,2580,-34.663354,149.661163,Capital Monaro & Snowy,Regional NSW
7265,Kingsdene,NSW,2118,-33.784272,151.02806,Parramatta,Sydney
7266,Kingsford,NSW,2032,-33.924922,151.227811,Eastern Suburbs,Sydney
7267,Kingsford,SA,5118,-34.540103,138.785723,North & North East Suburbs,Adelaide
7268,Kingsford,WA,6701,-24.864762,113.693961,North,Northern WA
7269,Kingsgate,NSW,2370,-29.811793,151.998286,New England - North West,Regional NSW
7270,Kingsgrove,NSW,2208,-33.941974,151.101345,St George,Sydney
7271,Kingsholme,QLD,4208,-27.816258,153.224825,Logan,Brisbane
7272,Kingsley,WA,6026,-31.809099,115.788898,Northern Suburbs,Northern WA
7273,Kingsthorpe,QLD,4400,-27.4954998,151.802904,Toowoomba & District,South East QLD
7274,Kingston Beach,TAS,7050,-42.981012,147.32286,Hobart & Southern,Tasmania
7275,Kingston On Murray,SA,5331,-34.2319557,140.30694,Riverland,Mid North SA
7276,Kingston Park,SA,5049,-35.040043,138.519618,Western & Beachside Suburbs,Adelaide
7277,Kingston Se,SA,5275,-36.829131,139.851994,South East,Southern SA
7278,Kingston,ACT,2604,-35.314775,149.141537,Inner South,Canberra
7279,Kingston,QLD,4114,-27.660233,153.117675,Logan,Brisbane
7280,Kingston,TAS,7050,-42.976857,147.308393,Hobart & Southern,Tasmania
7281,Kingston,VIC,3364,-37.372652,143.954309,Ballarat & Western District,South West VIC
7282,Kingston,WA,6256,-34.08273,116.365072,South,Southern WA
7283,Kingstown,NSW,2358,-30.505549,151.117523,New England - North West,Regional NSW
7284,Kingsvale,NSW,2587,-34.457564,148.363624,Riverina,Regional NSW
7285,Kingsville West,VIC,3012,-37.812635,144.881803,North,Melbourne
7286,Kingsville,VIC,3012,-37.812635,144.881803,West,Melbourne
7287,Kingsway West,NSW,2208,-33.9498945,151.0945015,St George,Sydney
7288,Kingsway,WA,6065,-31.813239,115.850474,Northern Suburbs,Northern WA
7289,Kingswood,NSW,2340,-31.16588,150.919441,New England - North West,Regional NSW
7290,Kingswood,NSW,2550,-36.738556,149.81742,New England - North West,Regional NSW
7291,Kingswood,NSW,2747,-33.759967,150.72046,New England - North West,Regional NSW
7292,Kingswood,SA,5062,-34.971194,138.615854,Eastern Suburbs,Adelaide
7293,Kinka Beach,QLD,4703,-23.224108,150.796591,Gladstone Rockhampton & Capricornia,Coastal QLD
7294,Kinkuna,QLD,4670,-25.049023,152.394428,Bundaberg & Wide Bay,Coastal QLD
7295,Kinleymore,QLD,4613,-26.180453,151.648769,South,Central & West QLD
7296,Kinlyside,ACT,2913,-35.175701,149.07135,Gungahlin,Canberra
7297,Kinnabulla,VIC,3483,-35.899008,142.795867,North Western,Northern VIC
7298,Kinross,WA,6028,-31.718375,115.735228,Northern Suburbs,Northern WA
7299,Kintore,NT,872,-23.268381,132.425218,Alice Springs,Northern Territory
7300,Kinypanial,VIC,3520,-36.331469,143.83557,Greater Bendigo Region,Northern VIC
7301,Kioloa,NSW,2539,-35.544426,150.383971,Shoalhaven,South Coast NSW
7302,Kioma,QLD,4498,-28.214948,149.794723,South,Central & West QLD
7303,Kiora,NSW,2537,-35.922829,150.038921,Eurobodalla Coast,South Coast NSW
7304,Kippa Ring,QLD,4021,-27.226494,153.085287,Redcliffe / Bribie / Caboolture,Brisbane
7305,Kippara,NSW,2441,-31.2498762,152.5267429,Mid North Coast,"Hunter, Central & Northern NSW"
7306,Kippax,ACT,2615,-35.222696,149.0206,Belconnen,Canberra
7307,Kippaxs,NSW,2429,-31.653205,152.340389,Mid North Coast,"Hunter, Central & Northern NSW"
7308,Kippenduff,NSW,2469,-29.127921,152.873091,Northern Rivers,"Hunter, Central & Northern NSW"
7309,Kirk Rock,WA,6370,-32.65528,117.7675,East,Eastern WA
7310,Kirkcaldy,SA,5022,-34.906138,138.501235,Western & Beachside Suburbs,Adelaide
7311,Kirkconnell,NSW,2795,-33.437694,149.847879,Central West,Regional NSW
7312,Kirkham,NSW,2570,-34.038536,150.71674,MacArthur/Camden,Sydney
7313,Kirknie,QLD,4806,-19.894298,147.238685,Mount Isa & North West,Central & West QLD
7314,Kirkstall,VIC,3283,-38.270741,142.3132,Warrnambool & Port Fairy,South West VIC
7315,Kirkwood,QLD,4680,-23.9002144,151.2364738,Gladstone Rockhampton & Capricornia,Coastal QLD
7316,Kirrama,QLD,4872,-18.151923,145.612316,Far North Queensland,Coastal QLD
7317,Kirrawee,NSW,2232,-34.033743,151.071196,Sutherland,Sydney
7318,Kirribilli,NSW,2061,-33.846275,151.212705,North Shore - Lower,Sydney
7319,Kirton Point,SA,5606,-34.726235,135.874457,Eyre Peninsula,West Coast SA
7320,Kirup,WA,6251,-33.708016,115.893509,South,Southern WA
7321,Kirwan,QLD,4817,-19.304614,146.741743,Townsville & District,Coastal QLD
7322,Kirwans Bridge,VIC,3608,-36.744541,145.138681,Shepparton & Central North,Northern VIC
7323,Kitchener,NSW,2325,-32.879602,151.36667,Hunter Valley - Lower,"Hunter, Central & Northern NSW"
7324,Kithbrook,VIC,3666,-36.816064,145.731831,Shepparton & Central North,Northern VIC
7325,Kitoba,QLD,4605,-26.065392,151.862987,South,Central & West QLD
7326,Kiwarrak,NSW,2430,-32.00292,152.46364,Mid North Coast,"Hunter, Central & Northern NSW"
7327,Kiwirrkurra,NT,872,-22.543125,124.939077,Alice Springs,Northern Territory
7328,Kleinton,QLD,4352,-27.433808,151.948927,Toowoomba & District,South East QLD
7329,Klemzig,SA,5087,-34.879636,138.635435,North & North East Suburbs,Adelaide
7330,Klori,NSW,2346,-30.806657,150.757082,New England - North West,Regional NSW
7331,Knapp Creek,QLD,4285,-28.131716,152.819187,South,Central & West QLD
7332,Knebsworth,VIC,3286,-38.000472,141.870835,Great Ocean Rd / Otway Ranges,South West VIC
7333,Knights Hill,NSW,2577,-34.62445,150.700784,Southern Highlands,South Coast NSW
7334,Knockrow,NSW,2479,-28.768821,153.534972,Northern Rivers,"Hunter, Central & Northern NSW"
7335,Knorrit Flat,NSW,2424,-31.842995,152.124677,Mid North Coast,"Hunter, Central & Northern NSW"
7336,Knorrit Forest,NSW,2424,-31.750234,152.127388,Mid North Coast,"Hunter, Central & Northern NSW"
7337,Knowsley,VIC,3523,-36.825556,144.587345,Greater Bendigo Region,Northern VIC
7338,Knox City Centre,VIC,3152,-37.8640282,145.2245467,East,Melbourne
7339,Knoxfield,VIC,3180,-37.894843,145.250271,East,Melbourne
7340,Knuckey Lagoon,NT,828,-12.426825,130.934141,Darwin Area,Northern Territory
7341,Koah,QLD,4881,-16.824388,145.509799,Far North Queensland,Coastal QLD
7342,Koallah,VIC,3260,-38.293712,143.241732,Great Ocean Rd / Otway Ranges,South West VIC
7343,Kobble Creek,QLD,4520,-27.270358,152.802721,City & North,Brisbane
7344,Koetong,VIC,3704,-36.153718,147.5073237,North Eastern,Northern VIC
7345,Kogan,QLD,4406,-27.040883,150.762768,South,Central & West QLD
7346,Kogarah Bay,NSW,2217,-33.979117,151.123296,St George,Sydney
7347,Kogarah,NSW,2217,-33.963107,151.133462,St George,Sydney
7348,Kohinoor,SA,5223,-35.732658,137.451514,Kangaroo Island,Southern SA
7349,Kojaneerup South,WA,6328,-34.51278,118.39806,South,Southern WA
7350,Kojarena,WA,6532,-28.723892,114.863343,North,Northern WA
7351,Kojonup,WA,6395,-33.833008,117.158962,South,Southern WA
7352,Kokeby,WA,6304,-32.211198,116.976175,East,Eastern WA
7353,Kokotungo,QLD,4702,-24.136088,150.001064,Central,Central & West QLD
7354,Kolonga,QLD,4671,-24.828389,151.707268,Bundaberg & Wide Bay,Coastal QLD
7355,Kolora,VIC,3265,-38.136481,142.882808,Great Ocean Rd / Otway Ranges,South West VIC
7356,Kondinin,WA,6367,-32.495204,118.267818,East,Eastern WA
7357,Kondut,WA,6605,-30.708427,116.774107,North,Northern WA
7358,Kongal,SA,5270,-36.376031,140.480344,South East,Southern SA
7359,Kongolia,SA,5353,-34.652382,139.366344,Murraylands,Southern SA
7360,Kongorong,SA,5291,-37.899269,140.551559,South East,Southern SA
7361,Kongwak,VIC,3951,-38.518208,145.703644,Gippsland,South East VIC
7362,Konnongorring,WA,6603,-31.010506,116.761929,North,Northern WA
7363,Konongwootong,VIC,3315,-37.531865,141.681426,Grampians,South West VIC
7364,Koo Wee Rup North,VIC,3981,-38.167334,145.520264,Gippsland,South East VIC
7365,Koo Wee Rup,VIC,3981,-38.19937,145.490761,Phillip Island & District,Melbourne
7366,Kooba,NSW,2680,-34.419238,146.098827,Riverina,Regional NSW
7367,Koojan,WA,6510,-30.849312,116.028366,North,Northern WA
7368,Kookabookra,NSW,2370,-29.990302,152.014534,New England - North West,Regional NSW
7369,Kookynie,WA,6431,-29.337053,121.490916,East,Eastern WA
7370,Koolan Island,WA,6733,-16.131541,123.7573596,North,Northern WA
7371,Koolanooka,WA,6623,-29.270761,116.080747,North,Northern WA
7372,Koolewong,NSW,2256,-33.46632,151.31816,Central Coast & Region,"Hunter, Central & Northern NSW"
7373,Koolgera,SA,5661,-32.360913,134.735545,West Coast,West Coast SA
7374,Koolkhan,NSW,2460,-29.624868,152.928901,Northern Rivers,"Hunter, Central & Northern NSW"
7375,Kooloonong,VIC,3597,-34.878403,143.147981,North Western,Northern VIC
7376,Koolunga,SA,5464,-33.585467,138.333184,Mid North,Mid North SA
7377,Koolyanobbing,WA,6427,-30.9129102,119.5687476,East,Eastern WA
7378,Koolywurtie,SA,5575,-34.646277,137.638414,Yorke Peninsula,West Coast SA
7379,Koomberkine,WA,6461,-30.96833,116.96667,North,Northern WA
7380,Koombooloomba,QLD,4872,-17.834385,145.573604,Far North Queensland,Coastal QLD
7381,Koonawarra,NSW,2530,-34.502196,150.807052,Wollongong & Illawarra,South Coast NSW
7382,Koonda,VIC,3669,-36.517272,145.732214,Shepparton & Central North,Northern VIC
7383,Koondoola,WA,6064,-31.842161,115.858058,Northern Suburbs,Northern WA
7384,Koondrook,VIC,3580,-35.642767,144.126122,North Western,Northern VIC
7385,Koongal,QLD,4701,-23.374318,150.552563,Gladstone Rockhampton & Capricornia,Coastal QLD
7386,Koongamia,WA,6056,-31.90626,116.040576,Eastern Suburbs,Perth
7387,Koongawa,SA,5650,-33.160436,135.87502,West Coast,West Coast SA
7388,Koonibba,SA,5690,-31.903973,133.427774,Eyre Peninsula,West Coast SA
7389,Koonoomoo,VIC,3644,-35.860574,145.560223,Shepparton & Central North,Northern VIC
7390,Koonoona,SA,5417,-33.818656,138.92629,Mid North,Mid North SA
7391,Koonorigan,NSW,2480,-28.67516,153.237965,Northern Rivers,"Hunter, Central & Northern NSW"
7392,Koonunga,SA,5373,-34.381433,138.994405,Barossa Valley,Mid North SA
7393,Koonwarra,VIC,3954,-38.5570836,145.9470067,Gippsland,South East VIC
7394,Koonya,TAS,7187,-43.062361,147.812281,Hobart & Southern,Tasmania
7395,Koonyum Range,NSW,2482,-28.5541878,153.4126589,Northern Rivers,"Hunter, Central & Northern NSW"
7396,Kooragang,NSW,2304,-32.8825073,151.7466134,Newcastle & Region,"Hunter, Central & Northern NSW"
7397,Koorainghat,NSW,2430,-31.985801,152.470097,Mid North Coast,"Hunter, Central & Northern NSW"
7398,Kooralbyn,QLD,4285,-28.084504,152.84287,South,Central & West QLD
7399,Kooralgin,QLD,4402,-26.937815,151.945683,South,Central & West QLD
7400,Koorawatha,NSW,2807,-34.0130588,148.592345,Central West,Regional NSW
7401,Koorda,WA,6475,-30.825014,117.481755,North,Northern WA
7402,Kooreh,VIC,3477,-36.613992,143.38196,Greater Bendigo Region,Northern VIC
7403,Koorine,SA,5279,-37.624772,140.654593,South East,Southern SA
7404,Kooringal,NSW,2650,-35.135247,147.376284,Riverina,Regional NSW
7405,Kooringal,QLD,4025,-27.349731,153.419507,Redcliffe / Bribie / Caboolture,Brisbane
7406,Koorlong,VIC,3501,-34.264174,142.096554,North Western,Northern VIC
7407,Koornalla,VIC,3844,-38.305466,146.534111,Gippsland,South East VIC
7408,Kooroocheang,VIC,3364,-37.285444,144.034028,Ballarat & Western District,South West VIC
7409,Koorool,VIC,3860,-37.730858,146.940939,Gippsland,South East VIC
7410,Koorooman,VIC,3953,-38.467534,146.011056,Gippsland,South East VIC
7411,Kooroomool,QLD,4854,-18.005233,145.635855,Far North Queensland,Coastal QLD
7412,Kooroona,SA,5558,-34.08531,137.587536,Yorke Peninsula,West Coast SA
7413,Kooroongarra,QLD,4357,-28.105007,151.252072,South,Central & West QLD
7414,Kootingal,NSW,2352,-31.057413,151.054338,New England - North West,Regional NSW
7415,Kooyong,VIC,3144,-37.840702,145.032101,East,Melbourne
7416,Koppamurra,SA,5271,-37.043103,140.893925,South East,Southern SA
7417,Koppio,SA,5607,-34.430748,135.87057,Eyre Peninsula,West Coast SA
7418,Koraleigh,NSW,2735,-35.1492418,143.4676173,Murray Region,Regional NSW
7419,Korbel,WA,6415,-31.639077,118.219647,East,Eastern WA
7420,Kordabup,WA,6333,-34.92889,117.14972,South,Southern WA
7421,Koreelah,NSW,2476,-28.475226,152.327891,Northern Rivers,"Hunter, Central & Northern NSW"
7422,Koriella,VIC,3714,-37.151763,145.650622,Shepparton & Central North,Northern VIC
7423,Korobeit,VIC,3341,-37.586046,144.336964,West,Melbourne
7424,Koroit,VIC,3282,-38.292155,142.367405,Warrnambool & Port Fairy,South West VIC
7425,Korong Vale,VIC,3520,-36.356586,143.705869,Greater Bendigo Region,Northern VIC
7426,Koroop,VIC,3579,-35.743107,144.07558,North Western,Northern VIC
7427,Korora,NSW,2450,-30.257145,153.129008,Mid North Coast,"Hunter, Central & Northern NSW"
7428,Korrelocking,WA,6485,-31.19741,117.488437,North,Northern WA
7429,Korumburra South,VIC,3950,-38.459162,145.821233,Gippsland,South East VIC
7430,Korumburra,VIC,3950,-38.431929,145.823567,Gippsland,South East VIC
7431,Korunye,SA,5502,-34.512534,138.509843,Mid North,Mid North SA
7432,Korweinguboora,VIC,3461,-37.452037,144.134899,Ballarat & Western District,South West VIC
7433,Kosciuszko National Park,NSW,2627,-36.5442852,148.4184994,Capital Monaro & Snowy,Regional NSW
7434,Kosciuszko,NSW,2627,-36.526325,148.193958,Capital Monaro & Snowy,Regional NSW
7435,Kotara East,NSW,2305,-32.934986,151.707216,Newcastle & Region,"Hunter, Central & Northern NSW"
7436,Kotara Fair,NSW,2289,-32.94396,151.7049527,Newcastle & Region,"Hunter, Central & Northern NSW"
7437,Kotara South,NSW,2289,-32.950811,151.694264,Newcastle & Region,"Hunter, Central & Northern NSW"
7438,Kotara,NSW,2289,-32.93995,151.694692,Newcastle & Region,"Hunter, Central & Northern NSW"
7439,Kotta,VIC,3565,-36.186252,144.5327632,North Western,Northern VIC
7440,Kotupna,VIC,3638,-36.145467,145.165703,Shepparton & Central North,Northern VIC
7441,Koumala,QLD,4738,-21.606626,149.244825,Mackay & Whitsundays,Coastal QLD
7442,Kowanyama,QLD,4871,-15.48413,141.750553,Far North Queensland,Coastal QLD
7443,Kowen Forest,ACT,2620,-35.319673,149.248421,Inner South,Canberra
7444,Kowguran,QLD,4415,-26.512855,150.09879,South,Central & West QLD
7445,Kowrowa,QLD,4872,-16.804628,145.558548,Far North Queensland,Coastal QLD
7446,Koyuga South,VIC,3621,-36.269418,144.850248,Shepparton & Central North,Northern VIC
7447,Koyuga,VIC,3622,-36.209813,144.909518,Shepparton & Central North,Northern VIC
7448,Krambach,NSW,2429,-32.048174,152.250244,Mid North Coast,"Hunter, Central & Northern NSW"
7449,Krawarree,NSW,2622,-35.822331,149.630348,Capital Monaro & Snowy,Regional NSW
7450,Kremnos,NSW,2460,-29.945018,152.982773,Northern Rivers,"Hunter, Central & Northern NSW"
7451,Kringin,SA,5304,-34.986253,140.784302,South East,Southern SA
7452,Krondorf,SA,5352,-34.56322,138.975005,Barossa Valley,Mid North SA
7453,Krongart,SA,5278,-37.480956,140.776258,South East,Southern SA
7454,Kronkup,WA,6330,-35.036835,117.623918,South,Southern WA
7455,Krowera,VIC,3945,-38.436892,145.674615,Gippsland,South East VIC
7456,Kubin Village,QLD,4875,-10.234148,142.216571,Far North Queensland,Coastal QLD
7457,Kubura,NSW,2655,-35.33785,147.073563,Riverina,Regional NSW
7458,Kudardup,WA,6290,-34.262727,115.123987,Margaret River & Surrounds,Southern WA
7459,Kudla,SA,5115,-34.637249,138.701322,North & North East Suburbs,Adelaide
7460,Kuender,WA,6353,-32.955761,118.537024,South,Southern WA
7461,Kuitpo Colony,SA,5172,-35.285428,138.694749,Fleurieu Peninsula,Southern SA
7462,Kuitpo,SA,5172,-35.229636,138.684666,Fleurieu Peninsula,Southern SA
7463,Kukerin,WA,6352,-33.188072,118.084827,South,Southern WA
7464,Kulangoor,QLD,4560,-26.590834,152.968901,Sunshine Coast,South East QLD
7465,Kulgera,NT,872,-25.840445,133.300866,Alice Springs,Northern Territory
7466,Kulgun,QLD,4309,-27.932873,152.689052,Ipswich & West Moreton,South East QLD
7467,Kulikup,WA,6244,-33.812809,116.674365,South,Southern WA
7468,Kulin West,WA,6365,-32.61472,118.0475,East,Eastern WA
7469,Kulin,WA,6365,-32.669246,118.156041,East,Eastern WA
7470,Kulja,WA,6470,-30.481069,117.28352,North,Northern WA
7471,Kulkami,SA,5307,-35.156394,140.282104,South East,Southern SA
7472,Kullogum,QLD,4660,-25.328046,152.266503,Bundaberg & Wide Bay,Coastal QLD
7473,Kulnura,NSW,2250,-33.225924,151.222101,Central Coast & Region,"Hunter, Central & Northern NSW"
7474,Kulpara,SA,5555,-34.059534,138.03594,Yorke Peninsula,West Coast SA
7475,Kulpi,QLD,4352,-27.188096,151.702434,Toowoomba & District,South East QLD
7476,Kuluin,QLD,4558,-26.656994,153.054372,Sunshine Coast,South East QLD
7477,Kulwin,NSW,2835,-31.997738,144.597194,Dubbo & Orana,Regional NSW
7478,Kulwin,VIC,3490,-35.066719,142.655764,North Western,Northern VIC
7479,Kumarina,WA,6642,-24.761508,119.572224,North,Northern WA
7480,Kumbia,QLD,4610,-26.689216,151.656224,South,Central & West QLD
7481,Kunama,NSW,2730,-35.554435,148.088372,Riverina,Regional NSW
7482,Kunat,VIC,3585,-35.544116,143.527287,North Western,Northern VIC
7483,Kunda Park,QLD,4556,-26.66233,153.035168,Sunshine Coast,South East QLD
7484,Kundabung,NSW,2441,-31.208615,152.823012,Mid North Coast,"Hunter, Central & Northern NSW"
7485,Kundibakh,NSW,2429,-31.974133,152.25364,Mid North Coast,"Hunter, Central & Northern NSW"
7486,Kundle Kundle,NSW,2430,-31.84893,152.507064,Mid North Coast,"Hunter, Central & Northern NSW"
7487,Kungala,NSW,2460,-29.944587,152.999301,Northern Rivers,"Hunter, Central & Northern NSW"
7488,Kunghur Creek,NSW,2484,-28.497765,153.23992,Northern Rivers,"Hunter, Central & Northern NSW"
7489,Kunghur,NSW,2484,-28.470233,153.253382,Northern Rivers,"Hunter, Central & Northern NSW"
7490,Kunioon,QLD,4615,-26.655006,151.881262,South,Central & West QLD
7491,Kunjin,WA,6375,-32.357183,117.763561,East,Eastern WA
7492,Kunparrka,NT,872,-23.203038,131.689228,Alice Springs,Northern Territory
7493,Kununoppin,WA,6489,-31.112821,117.918886,North,Northern WA
7494,Kununurra,WA,6743,-15.773903,128.738971,North,Northern WA
7495,Kunwarara,QLD,4702,-22.910534,150.13587,Central,Central & West QLD
7496,Kunyung,VIC,3930,-38.191618,145.079095,Mornington Peninsula,Melbourne
7497,Kuraby,QLD,4112,-27.605198,153.0914,Southside,Brisbane
7498,Kuranda,QLD,4881,-16.821476,145.634177,Far North Queensland,Coastal QLD
7499,Kureelpa,QLD,4560,-26.616715,152.901028,Sunshine Coast,South East QLD
7500,Kureen,QLD,4885,-17.340459,145.568281,Far North Queensland,Coastal QLD
7501,Kuridala,QLD,4824,-21.289316,140.499444,Mount Isa & North West,Central & West QLD
7502,Kurmond,NSW,2757,-33.5507075,150.7011057,Hawkesbury,Sydney
7503,Kurnalpi,WA,6431,-30.530941,122.261445,East,Eastern WA
7504,Kurnell,NSW,2231,-34.008487,151.204879,Sutherland,Sydney
7505,Kurraca West,VIC,3518,-36.504624,143.556361,Greater Bendigo Region,Northern VIC
7506,Kurraca,VIC,3518,-36.562584,143.648311,Greater Bendigo Region,Northern VIC
7507,Kurrajong Heights,NSW,2758,-33.523862,150.628716,Hawkesbury,Sydney
7508,Kurrajong Hills,NSW,2758,-33.541464,150.639331,Hawkesbury,Sydney
7509,Kurrajong,NSW,2758,-33.546749,150.660686,Hawkesbury,Sydney
7510,Kurralta Park,SA,5037,-34.949557,138.565811,Western & Beachside Suburbs,Adelaide
